AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
607,607,-,2 ไร่,-,10 คัน,-,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
608,608,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.0020.00 น.,รถนต์ส่วนตัว,รับสินค้าทุกประเภท
609,609,-,2 ไร่,-,-,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 13.3019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
610,610,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0017.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
611,611,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
612,612,-,2 ไร่,-,50 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0017.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
613,613,-,2 ไร่,-,10 คัน,10 ห้อง,เปิดทุกวัน อังคารอาทิตย์ เวลา 09.0017.30 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
614,614,-,2 ไร่,-,-,10 ห้อง,"เปิดวัน จันทร์ , พุธ , พฤหัสบดี , เสาร์ เวลา 15.0020.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
615,615,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 09.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
616,616,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
617,617,-,2 ไร่,-,20 คัน,10 ห้อง,"เปิดวัน เสาร์ , อาทิตย์ เวลา 08.0015.00 น.",รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
618,618,-,3 ไร่,-,50 คัน,4 ห้อง,เปิดทุกวัน เวลา 08.0020.0 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
619,619,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
620,620,-,1 ไร่,-,20 คัน,3 ห้อง,เปิดทุกวัน เวลา 08.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
621,621,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดวัน อาทิตย์ เวลา 06.0010.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
622,622,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
623,623,-,2 ไร่,-,40 คัน,6 ห้อง,เปิดทุกวัน จันทร์อังคารและพฤหัสบดีอาทิตย์ เวลา 06.00  00.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
624,624,-,2 ไร่,-,60 คัน,4 ห้อง,เปิดทุกวัน เวลา 17.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
625,625,-,3 ไร่,-,60 คัน,6 ห้อง,เปิดทุกวัน ศุกร์ เวลา 06.0013.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
626,626,-,2 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน เวลา 06.0021.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
627,627,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
628,628,-,1 ไร่,-,40 คัน,2 ห้อง,เปิดทุกวัน เวลา 09.0017.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
629,629,-,2 ไร่,-,60 คัน,6 ห้อง,เปิดทุกวัน เวลา 08.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
630,630,-,10 ไร่,-,100 คัน,20 ห้อง,เปิดทุกวัน เวลา 08:0020:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
631,631,-,2 ไร่,-,60 คัน,6 ห้อง,เปิดทุกวัน เวลา 13.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
632,632,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0018.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
633,633,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
634,634,-,3 ไร่,-,80 คัน,8 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
635,635,-,3 ไร่,-,80 คัน,6 ห้อง,เปิดทุกวัน เวลา 03:0021:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
636,636,-,3 ไร่,-,80 คัน,10 ห้อง,เปิดทุกวัน เวลา 12.0019.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
637,637,-,2 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน เวลา 05:3021:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
638,638,-,3 ไร่,-,60 คัน,10 ห้อง,เปิดทุกวัน เวลา 09:0020:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
639,639,-,2ไร่,-,50 คัน,6 ห้อง,เปิดทุกวันอาทิตย์วันศุกร์ เวลา 15.0020.00น. วันเสาร์เปิดเวลา 06.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
640,640,-,2ไร่,-,50 คัน,6 ห้อง,เปิดทุกวันเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
641,641,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
642,642,-,2ไร่,-,50 คัน,6 ห้อง,เปิดทุกวันเวลา 04.0000.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
643,643,-,2ไร่,-,50 คัน,6 ห้อง,เปิดวันจันทร์วันพฤหัสบดี เวลา 16.0022.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
644,644,-,3 ไร่,-,60 คัน,4 ห้อง,เปิดทุกวัน เวลา 06.0018.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
645,645,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวันเวลา 05.0010.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
646,646,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวันศุกร์ และวันเสาร์ 12.00  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
