DetailMarketId,MarketId,MarketDetail,RatingDetail,AddressDetail,GoogleMapLink
599,599,ตลาดหัวถนนเทพารักษ์,0.00 (0),111/777 หมู่ 3 ตลาดหัวถนน (หน้า ซ. ขจรวิทย์ ตำบล บางพลีใหญ่ อำเภอบางพลี สมุทรปราการ 10540  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq01qNoRfHTERjlPz2dSLvgc
600,600,ตลาดปฐมมงคล,4.20 (946),ตำบลพระปฐมเจดีย์ อำเภอเมืองนครปฐม นครปฐม 73000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJD4FKv-7l4jAR2q0mKzoAzBI
601,601,ตลาดนัดวัดม่วงตารศ,4.30 (173),ตำบลทัพหลวง อำเภอเมืองนครปฐม นครปฐม 73000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJBwbQO4rl4jARE_iR8bVMq34
602,602,ตลาดตรีสุข,4.30 (889),"ตำบลกำแพงแสน อำเภอกำแพงแสน จังหวัดนครปฐม, 73140  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJbWiIjbb-4jARCV4kyVE6htA
603,603,ตลาดดิโอโซน,4.10 (295),ตำบลบางเลน อำเภอบางเลน นครปฐม 73130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJN1wpSCn04jARoDyPwoyRIys
604,604,ตลาดบ้านรังนก,3.70 (20),ตำบล คลองนกกระทุง อำเภอบางเลน นครปฐม 73130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ96-sVFXx4jARo7kNJrI_UM4
605,605,ตลาดน้ำวัดลำพญา,"4.30 (7,270)",ตำบล ลำพญา อำเภอบางเลน นครปฐม 73130  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJuSn57Jnz4jARwB-l6Y7qj9o
606,606,ตลาดนัด ดำสามพราน (ตลาดนัด 3 แยกห้วยพลู),3.70 (10),ตำบล วัดละมุด อำเภอนครชัยศรี นครปฐม 73120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJsR3Sdi3s4jARaYkySC-h-Q8
607,607,ตลาดสดนครชัยศรี,4.30 (300),ตำบล วัดละมุด อำเภอนครชัยศรี นครปฐม 73120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJQZ7MMc3z4jARhsK8_p18oJo
608,608,ตลาดไฟฟ้า,"4.30 (1,802)","ตำบลนครชัยศรี อำเภอนครชัยศรี จังหวัดนครปฐม, 73120  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJH-M7uYrr4jAR3g9Xv1sReHk
609,609,ตลาดนัดคลองโยง,4.10 (887),ตำบล คลองโยง อำเภอพุทธมณฑล นครปฐม 73170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ8wxPv1SS4jARJaEL2WqYJuc
610,610,ตลาดท่องเที่ยวศีรษะทอง,"4.60 (6,827)",ศีรษะทอง อำเภอนครชัยศรี นครปฐม 73120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJk0KXnaTu4jARoFNmQ0PpqFg
611,611,ตลาดทวีทรัพย์ศาลายา,4.00 (284),ตำบล มหาสวัสดิ์ อำเภอพุทธมณฑล นครปฐม 73170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJISKobEOT4jAR_rmrBQh61Y4
612,612,ตลาดน้ำดอนหวาย,"4.30 (13,715)",ตำบล บางกระทึก อำเภอสามพราน นครปฐม 73110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJu7W1V_SU4jARHXkrLD7DZwo
613,613,ตลาดเกาะลัดอีแท่น (คลองผีเสื้อ),4.30 (4),ตำบล บางเตย อำเภอสามพราน นครปฐม 73210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJmSmmq8aV4jARQJKzw4-6wEY
614,614,ตลาดไร่ขิงมิ่งมงคล,4.40 (133),ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJuS4C8AeV4jAREhx-GB1RYkE
615,615,ถนนคนเดิน อ้อมใหญ่ ปาร์ค,3.20 (11),อำเภอสามพราน นครปฐม 73160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJveR93F-V4jARnN_zaYLZizw
616,616,ตลาดนัดค้อวัง,5.00 (6),ซอย เทศบาล 7 ตำบล ค้อวัง อำเภอ ค้อวัง ยโสธร 35160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJzbfYXkhUFjERPmB1wBrRji8
617,617,ตลาดสุขใจ Sookjai Farmer’s Market,4.30 (790),ตำบล ยายชา อำเภอสามพราน นครปฐม 73110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ091wWJTC4jART7_OaPCa1GI
618,618,ตลาดสดสะบ้าย้อย,3.90 (29),ตำบล สะบ้าย้อย อำเภอ สะบ้าย้อย สงขลา 90210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJB-UfdI5BszER3XCf9Q5KMTs
619,619,ตลาดสดเทศบาลตำบลนาทวี,3.80 (13),ถ. สงขลานาทวี ตำบล คลองทราย อำเภอ นาทวี สงขลา 90160  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJo6L-Gu4zszERKSoe5DhphDE
620,620,ตลาดโคกเหรียง,4.20 (67),ตำบล คลองหอยโข่ง อำเภอ คลองหอยโข่ง สงขลา 90230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJqZ0lhcrbTDARNdm1uinCxpw
621,621,ตลาดนัดเช้าวัดไร่ขิง,4.50 (351),ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73210  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ2WbMqtTq4jARwkQrOQ9_4R8
622,622,ศูนย์อาหารเทศบาลเมืองสะเดา,4.00 (193),ตำบล สะเดา อำเภอสะเดา สงขลา 90120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJU9DSGgu4TDARl_0Jd8RSnZM
623,623,ตลาดนัดคลองแงะ,4.20 (793),79หมู่5 ถ.กอบกุลอุทิศ6 ตำบล พังลา อำเภอสะเดา สงขลา 90170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJeQVzCuzPTDARVPuN1KLhqM4
624,624,ตลาดนัดกองบิน 56,4.10 (167),ตำบล คลองหลา อำเภอ คลองหอยโข่ง สงขลา 90230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJCZyz9LnZTDARTgvG8_A4G6M
625,625,ตลาดควนเนียง,3.90 (19),ตำบล รัตภูมิ อำเภอ ควนเนียง สงขลา 90220  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ29AzPns7TTARd_eDaIs_-yI
626,626,ตลาดเทศบาลตำบลนาสีทอง,4.50 (33),24/2 ม.1 ต.เขาพระ อำเภอรัตภูมิ สงขลา 90180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJXeVm4A4ZTTARc4-8FhC0Lks
627,627,ศูนย์อาหารเทศบาลตำบลกำแพงเพชร,3.90 (10),ตำบล กำแพงเพชร อำเภอรัตภูมิ สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJj3_5MxMYTTARjLj0ofIunHE
628,628,ตลาดนัดปากรอ,4.40 (51),ตำบล ควนโส อำเภอ ควนเนียง สงขลา 90220  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJt0dx9LY5TTARJSHRcLEgFaw
629,629,ตลาดนัดท่าชะม่วง,4.10 (79),ตำบล ท่าชะมวง อำเภอรัตภูมิ สงขลา 90180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJkbQG5EEYTTARUGzDeYtSkqs
630,630,ตลาดสดเทศบาลตำบลศีขรภูมิ,3.90 (188),303 ซอยเทศบาล 1 ตำบลระแงง อำเภอ ศีขรภูมิ สุรินทร์ 32110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJdH7UE5CFzERQNhbxJuPsBc
631,631,ตลาดสดหน้าเมืองสิงหนคร,0.00 (0),ตำบล สทิงหม้อ อำเภอ สิงหนคร สงขลา 90280  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ9ywyznc0TTARuR92bMyeevg
632,632,ตลาดสดเทศบาลวานรนิวาส,4.80 (30),ตำบล วานรนิวาส อำเภอวานรนิวาส สกลนคร 47120  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJk96DwpNZOzEROOTZfA8w1No
633,633,ตลาดสดเทศบาลบ้านม่วง,5.00 (6),ตำบล ม่วง อำเภอ บ้านม่วง สกลนคร 47140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ0RHisXlNOzERSgvcpAqE3vg
634,634,ตลาด อบต.คำตากล้า,3.10 (12),"2096, ตำบล คำตากล้า อำเภอ คำตากล้า สกลนคร 47250  ดูแผนที่",https://www.google.com/maps/place/?q=place_id:ChIJ521dC0FGOzERu1ghSc0tBh4
635,635,ตลาดสดเทศบาลตำบลบัวเชด,4.10 (19),ตำบลบัวเชด อำเภอบัวเชด สุรินทร์ 32230  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJpXpiZCTKEDEREa6ohHNRPMo
636,636,ตลาดสดเทศบาลเจริญศิลป์,4.30 (147),ตำบล เจริญศิลป์ อำเภอ เจริญศิลป์ สกลนคร 47290  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJTcsrZ0CrJDER4pR95cMsMtI
637,637,ตลาดยิ่งเจริญศักดิ์ หนองคาย,4.30 (35),ตำบลค่ายบกหวาน อำเภอเมืองหนองคาย หนองคาย 43100  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJTeahYoF9JDERFeH27fc3lDE
638,638,ตลาดแจ้งสว่าง,4.20 (897),022/8 องค์การบริหารส่วนตำบลกลอมเกาะ ตำบลหนองกอมเกาะ อำเภอเมืองหนองคาย หนองคาย 43000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJg9TL3z5jJDERTwXTTVaPEXU
639,639,ตลาดสวนตูล,4.00 (339),ตำบล เขารูปช้าง อำเภอเมืองสงขลา สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJgRPa7lLNsjERCUZVdsI2O7s
640,640,ตลาดท่าสะอ้าน,4.20 (103),ตำบล เขารูปช้าง อำเภอเมืองสงขลา สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJsZFfEQwzTTARYiwfX2DpASE
641,641,ตลาดริมหาดนราทัศน์,4.10 (496),CRRG+M3G ตำบล บางนาค อำเภอเมืองนราธิวาส นราธิวาส 96000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJVzBZbcPxszER7Cc4s81ACkU
642,642,ตลาดสุขใจ,3.70 (29),121/6 ติณสูลานนท์ ตำบล เขารูปช้าง อำเภอเมืองสงขลา สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJY8FqNG0zTTARY63lUxl5jF4
643,643,ตลาดนัดมาลี,"4.00 (3,098)",ตำบล เขารูปช้าง เมือง สงขลา 90000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJp368WJqD4jARAfkSWNInlb4
644,644,ตลาดสดเทศบาลกุดบาก,4.40 (16),ตำบล กุดบาก อำเภอ กุดบาก สกลนคร 47180  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJt-kurvjDPDER_0gFkqnmPGU
645,645,ตลาดบ้านฟ่อน,4.40 (34),ตำบล ชมพู อำเภอเมืองลำปาง ลำปาง 52100  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJASKfcBdp2TARxN96-vGVZBU
646,646,ตลาดน้ำยะกัง,4.40 (413),CR2F+X77 ตำบล บางนาค อำเภอเมืองนราธิวาส นราธิวาส 96000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ77V7m6HxszERnsyv-eyYRe4
